"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000250155",0,1,1,0,1,1,1,1
"ENSG00000250156",0,1,2,1,0,0,1,0
"ENSG00000250158",1,1,1,0,1,0,1,0
"ENSG00000250159",4,1,5,0,5,7,5,2
"ENSG00000250162",0,0,0,0,1,0,0,0
"ENSG00000250166",1,0,1,0,0,0,1,0
"ENSG00000250170",0,0,0,0,0,1,0,0
"ENSG00000250174",0,0,0,0,1,1,0,0
"ENSG00000250182",11056,9037,8333,5111,6871,7423,7233,6113
"ENSG00000250190",0,0,1,0,0,0,0,0
"ENSG00000250195",0,0,0,0,0,0,2,0
"ENSG00000250197",0,2,1,1,0,1,0,4
"ENSG00000250198",5,2,2,0,6,1,7,0
"ENSG00000250202",1,1,1,1,0,1,3,2
"ENSG00000250206",0,0,0,0,0,0,1,0
"ENSG00000250208",1,0,0,0,0,0,0,0
"ENSG00000250210",0,0,0,0,1,0,0,0
"ENSG00000250219",0,0,1,0,0,0,0,0
"ENSG00000250220",3,2,6,1,4,2,2,4
"ENSG00000250221",0,0,0,0,1,0,0,0
"ENSG00000250222",2,2,3,2,2,2,1,1
"ENSG00000250227",11,17,15,7,10,28,13,12
"ENSG00000250229",0,0,0,0,0,1,0,0
"ENSG00000250234",0,2,1,1,0,3,1,1
"ENSG00000250237",0,0,0,0,0,2,0,0
"ENSG00000250240",3,7,6,2,4,17,2,4
"ENSG00000250241",4,1,4,1,0,1,0,2
"ENSG00000250251",1083,1084,987,612,839,1601,931,1424
"ENSG00000250259",0,1,0,0,0,1,0,0
"ENSG00000250260",0,0,0,0,0,0,1,1
"ENSG00000250263",0,0,1,0,0,0,0,0
"ENSG00000250267",0,0,0,0,0,1,0,0
"ENSG00000250268",0,0,1,1,0,1,0,0
"ENSG00000250271",0,1,0,0,0,0,0,0
"ENSG00000250273",37,29,50,31,33,51,35,44
"ENSG00000250280",0,0,2,0,2,4,1,2
"ENSG00000250282",0,0,1,0,0,0,0,0
"ENSG00000250286",5,2,6,1,10,3,6,2
"ENSG00000250290",0,0,0,0,0,1,0,0
"ENSG00000250293",0,0,1,0,0,0,1,0
"ENSG00000250295",51,26,135,34,57,157,55,47
"ENSG00000250302",0,1,0,0,1,0,0,0
"ENSG00000250303",138,93,148,75,167,143,102,125
"ENSG00000250305",381,327,569,379,443,436,490,392
"ENSG00000250306",0,1,0,0,0,0,0,0
"ENSG00000250310",0,0,0,0,1,0,0,0
"ENSG00000250312",94,53,108,70,66,76,94,105
"ENSG00000250317",499,364,473,294,500,495,356,370
"ENSG00000250318",17,18,17,13,11,19,8,10
"ENSG00000250320",12,13,12,9,18,47,16,19
"ENSG00000250321",10,4,4,4,9,5,8,5
"ENSG00000250325",0,1,0,0,0,1,0,1
"ENSG00000250326",7,3,14,2,9,6,8,6
"ENSG00000250327",14,7,10,1,3,3,5,3
"ENSG00000250328",0,0,0,0,0,1,1,1
"ENSG00000250329",0,2,0,0,1,0,0,0
"ENSG00000250330",0,1,0,0,0,0,0,1
"ENSG00000250331",0,0,1,0,3,0,1,0
"ENSG00000250332",7,4,2,3,5,11,5,8
"ENSG00000250337",31,16,36,18,60,51,22,7
"ENSG00000250341",0,0,0,0,0,0,2,0
"ENSG00000250342",0,0,0,1,1,1,0,0
"ENSG00000250343",14,1,2,0,1,0,3,1
"ENSG00000250344",0,0,0,0,1,1,0,0
"ENSG00000250345",1,1,0,0,0,0,1,1
"ENSG00000250361",0,1,0,0,1,0,0,1
"ENSG00000250362",0,0,2,1,1,0,0,2
"ENSG00000250365",5,4,4,4,3,12,6,3
"ENSG00000250371",0,0,0,0,0,1,0,0
"ENSG00000250381",2,0,0,2,1,1,2,0
"ENSG00000250384",0,0,0,0,1,0,0,0
"ENSG00000250386",0,7,0,0,0,0,0,0
"ENSG00000250387",0,0,0,1,0,0,0,0
"ENSG00000250390",0,1,1,0,0,1,0,0
"ENSG00000250392",0,0,0,0,1,0,1,0
"ENSG00000250397",53,40,63,29,69,51,45,47
"ENSG00000250398",0,0,0,0,0,0,1,0
"ENSG00000250403",6,2,5,2,14,11,3,5
"ENSG00000250404",6,4,16,4,14,9,18,8
"ENSG00000250410",3,3,0,1,3,1,3,1
"ENSG00000250412",16,10,16,9,14,23,12,8
"ENSG00000250421",0,0,0,2,0,0,0,2
"ENSG00000250427",0,1,0,0,0,0,0,0
"ENSG00000250431",0,0,0,0,0,0,2,1
"ENSG00000250432",1,0,0,1,4,0,2,2
"ENSG00000250433",0,0,0,0,0,1,0,0
"ENSG00000250439",1,0,0,0,0,0,0,0
"ENSG00000250444",1,3,3,2,9,14,4,5
"ENSG00000250451",0,1,0,0,1,5,0,3
"ENSG00000250461",36,24,31,18,41,34,34,25
"ENSG00000250462",180,158,193,118,184,194,141,168
"ENSG00000250470",1,1,1,2,5,4,3,2
"ENSG00000250471",34,27,42,19,42,49,30,26
"ENSG00000250472",0,0,0,0,0,0,1,0
"ENSG00000250473",0,0,0,0,0,0,1,1
"ENSG00000250474",5,5,4,4,5,6,2,2
"ENSG00000250476",0,0,0,0,1,1,0,0
"ENSG00000250479",84,60,61,33,72,82,54,55
"ENSG00000250483",13,8,10,2,5,8,9,6
"ENSG00000250486",21,8,21,8,4,2,14,8
"ENSG00000250490",0,0,0,0,1,3,0,0
"ENSG00000250492",26,19,21,13,21,28,11,11
"ENSG00000250493",0,0,0,0,0,0,1,0
"ENSG00000250497",0,0,0,0,1,0,0,0
"ENSG00000250501",0,1,0,1,0,1,0,0
"ENSG00000250506",6,2,5,8,8,6,7,7
"ENSG00000250508",1,0,7,0,14,7,1,2
"ENSG00000250510",148,125,164,89,204,160,112,111
"ENSG00000250514",0,0,1,0,0,0,0,0
"ENSG00000250519",0,0,0,1,4,3,0,0
"ENSG00000250526",0,2,0,0,0,0,1,0
"ENSG00000250535",30,47,42,13,14,25,27,28
"ENSG00000250536",37,29,21,22,17,36,20,32
"ENSG00000250538",0,0,0,0,0,2,0,0
"ENSG00000250539",6,1,14,0,8,3,9,6
"ENSG00000250540",0,0,0,0,0,0,0,1
"ENSG00000250541",0,0,1,0,0,1,0,0
"ENSG00000250546",0,0,1,0,0,0,0,0
"ENSG00000250548",0,1,5,0,10,5,0,1
"ENSG00000250551",2,0,2,0,3,1,3,0
"ENSG00000250558",0,3,0,0,0,0,0,0
"ENSG00000250561",1,0,0,0,0,0,0,0
"ENSG00000250565",49,42,82,42,49,67,56,55
"ENSG00000250568",7,4,8,5,9,9,3,4
"ENSG00000250569",14,9,8,5,14,4,9,12
"ENSG00000250571",242,217,219,109,255,316,200,191
"ENSG00000250575",11,4,14,4,5,9,8,4
"ENSG00000250582",0,0,0,0,1,0,0,1
"ENSG00000250588",15,15,22,20,17,61,10,29
"ENSG00000250602",3,1,4,5,8,13,4,8
"ENSG00000250608",3,5,5,2,6,6,3,4
"ENSG00000250614",0,1,0,0,0,0,0,0
"ENSG00000250616",3,10,8,18,8,7,7,8
"ENSG00000250623",1,0,0,0,0,0,0,0
"ENSG00000250626",0,0,0,0,0,0,0,1
"ENSG00000250629",1,0,1,0,1,4,1,2
"ENSG00000250634",0,0,0,0,1,0,1,0
"ENSG00000250635",0,0,0,0,1,1,0,1
"ENSG00000250643",0,0,0,1,0,0,1,0
"ENSG00000250645",2,2,8,0,2,2,3,0
"ENSG00000250651",1,1,4,0,5,3,4,0
"ENSG00000250654",0,0,2,0,1,0,0,0
"ENSG00000250656",1,1,1,0,0,1,0,2
"ENSG00000250657",6,0,10,2,7,0,13,1
"ENSG00000250658",3,0,5,4,0,0,22,13
"ENSG00000250659",2,3,2,0,3,2,0,2
"ENSG00000250662",0,0,0,0,1,0,0,0
"ENSG00000250666",0,0,0,0,1,0,0,0
"ENSG00000250669",1,0,0,3,0,0,0,0
"ENSG00000250673",0,1,0,1,1,0,1,1
"ENSG00000250677",0,0,1,1,0,0,0,0
"ENSG00000250682",2,0,0,1,0,0,0,1
"ENSG00000250687",27,21,35,12,45,28,14,11
"ENSG00000250697",2,0,2,0,1,1,1,0
"ENSG00000250699",1,2,1,0,1,3,1,1
"ENSG00000250705",1,1,3,2,0,0,0,1
"ENSG00000250706",0,0,1,0,0,0,1,0
"ENSG00000250711",0,2,0,0,0,0,0,0
"ENSG00000250722",3284,3676,2965,2653,2002,3340,2879,3990
"ENSG00000250725",0,0,1,0,0,0,0,0
"ENSG00000250731",9,14,12,6,15,22,13,11
"ENSG00000250734",0,0,0,1,0,0,0,0
"ENSG00000250740",0,0,0,0,0,0,1,0
"ENSG00000250742",149,144,69,43,30,21,142,149
"ENSG00000250746",271,231,359,120,299,703,176,122
"ENSG00000250748",17,6,17,12,17,30,13,13
"ENSG00000250751",1,0,0,0,0,0,0,0
"ENSG00000250752",0,0,0,1,0,0,0,0
"ENSG00000250753",0,0,1,0,0,0,0,1
"ENSG00000250762",0,1,1,1,1,3,1,2
"ENSG00000250764",1,0,7,1,2,5,2,0
"ENSG00000250765",5,7,8,10,9,14,8,0
"ENSG00000250767",1,0,0,0,0,0,0,0
"ENSG00000250768",0,1,0,0,0,0,0,0
"ENSG00000250769",0,1,0,0,0,0,0,0
"ENSG00000250770",0,0,2,0,3,0,0,0
"ENSG00000250771",0,0,0,1,0,0,0,0
"ENSG00000250778",0,1,0,0,0,0,0,0
"ENSG00000250782",0,4,0,0,0,0,0,0
"ENSG00000250786",234,201,416,219,495,510,422,394
"ENSG00000250787",0,0,0,0,0,0,0,1
"ENSG00000250790",1,2,6,7,4,4,2,2
"ENSG00000250794",5,3,12,8,17,14,10,9
"ENSG00000250796",1,1,1,0,1,0,0,0
"ENSG00000250802",15,7,18,7,8,6,7,3
"ENSG00000250803",0,1,0,0,1,2,0,0
"ENSG00000250807",0,5,0,0,0,0,0,0
"ENSG00000250808",0,0,0,0,0,1,1,0
"ENSG00000250814",0,0,0,0,0,1,0,0
"ENSG00000250816",0,0,0,0,1,1,1,0
"ENSG00000250821",6,10,2,1,1,0,4,1
"ENSG00000250822",1,1,0,0,0,0,0,0
"ENSG00000250826",0,0,1,0,0,0,0,0
"ENSG00000250829",6,1,4,2,1,1,2,4
"ENSG00000250842",0,0,0,0,0,1,0,0
"ENSG00000250846",0,0,7,3,1,1,2,4
"ENSG00000250848",28,23,36,16,34,43,27,27
"ENSG00000250853",1,1,2,0,0,0,0,1
"ENSG00000250859",2,7,7,2,6,18,4,6
"ENSG00000250867",1,2,2,1,3,6,3,2
"ENSG00000250869",0,1,0,0,1,0,2,0
"ENSG00000250874",0,0,0,0,0,0,1,0
"ENSG00000250878",4,3,2,0,0,2,6,5
"ENSG00000250889",8,6,13,7,11,64,9,22
"ENSG00000250891",0,0,0,1,1,0,0,0
"ENSG00000250892",3,3,3,2,5,3,4,3
"ENSG00000250896",93,101,77,53,115,164,64,113
"ENSG00000250897",1,0,0,0,0,0,0,0
"ENSG00000250899",42,79,50,43,38,119,27,50
"ENSG00000250900",1,0,1,2,0,0,0,1
"ENSG00000250902",0,0,0,0,0,2,0,0
"ENSG00000250903",104,73,132,64,121,85,111,81
"ENSG00000250906",1,2,1,5,3,1,0,0
"ENSG00000250909",6,0,0,2,2,3,1,2
"ENSG00000250910",4,0,1,0,1,3,1,2
"ENSG00000250917",0,0,0,0,0,1,0,1
"ENSG00000250918",1,2,2,1,3,6,2,2
"ENSG00000250920",0,0,0,0,1,0,0,0
"ENSG00000250927",1,0,13,2,0,0,0,0
"ENSG00000250930",0,0,0,1,0,0,1,0
"ENSG00000250934",2,9,1,7,0,7,1,9
"ENSG00000250938",4,2,5,3,5,8,3,6
"ENSG00000250942",1,0,2,2,0,3,1,0
"ENSG00000250948",1,1,4,0,1,2,0,1
"ENSG00000250950",13,7,13,2,12,23,18,11
"ENSG00000250958",0,0,0,1,1,0,0,0
"ENSG00000250959",39,26,39,27,35,38,42,44
"ENSG00000250961",0,4,2,4,0,3,0,3
"ENSG00000250966",54,40,84,35,95,70,52,64
"ENSG00000250969",2,0,1,0,1,0,1,0
"ENSG00000250971",5,8,4,2,0,2,1,2
"ENSG00000250978",1,114,2,79,0,91,3,127
"ENSG00000250979",34,19,16,10,89,49,18,8
"ENSG00000250980",0,0,0,0,1,0,0,0
"ENSG00000250982",10,7,4,2,0,1,1,2
"ENSG00000250983",0,1,0,0,0,1,0,0
"ENSG00000250986",0,2,0,0,1,3,0,0
"ENSG00000250988",4,11,8,3,10,9,6,2
"ENSG00000250990",6,4,6,3,5,7,5,8
"ENSG00000250994",0,0,0,0,0,1,0,0
"ENSG00000250999",6,4,13,3,4,15,11,8
"ENSG00000251000",3,3,1,1,2,4,4,0
"ENSG00000251002",0,0,0,0,1,0,0,0
"ENSG00000251003",8,0,12,1,5,3,2,1
"ENSG00000251007",1,2,2,1,3,6,3,2
"ENSG00000251008",0,2,0,2,0,0,0,0
"ENSG00000251009",0,1,1,0,0,2,1,0
"ENSG00000251015",0,0,0,0,0,1,0,0
"ENSG00000251017",0,0,1,0,1,1,0,0
"ENSG00000251018",0,0,0,0,0,0,0,3
"ENSG00000251022",264,262,440,269,364,475,409,393
"ENSG00000251023",3,2,1,2,2,5,4,3
"ENSG00000251026",0,0,0,0,0,0,1,0
"ENSG00000251032",0,0,1,0,0,0,0,0
"ENSG00000251034",29,42,35,33,28,42,26,41
"ENSG00000251038",0,0,0,0,0,0,0,1
"ENSG00000251040",0,0,1,0,1,0,0,0
"ENSG00000251046",0,0,0,1,1,0,0,0
"ENSG00000251050",3,2,6,2,4,2,4,2
"ENSG00000251056",2,2,0,0,0,1,5,3
"ENSG00000251059",1,0,0,0,0,0,0,0
"ENSG00000251062",0,0,0,1,2,0,0,0
"ENSG00000251066",7,12,10,5,22,13,7,13
"ENSG00000251070",29,19,43,15,40,31,28,33
"ENSG00000251073",1,1,1,0,2,3,2,5
"ENSG00000251075",0,0,0,0,0,1,0,1
"ENSG00000251076",1,1,2,0,0,0,0,0
"ENSG00000251079",28,12,24,5,18,26,24,13
"ENSG00000251085",0,0,1,0,0,1,0,0
"ENSG00000251087",0,0,0,1,0,0,0,0
"ENSG00000251095",2,5,1,3,4,4,2,1
"ENSG00000251102",47,38,58,29,58,71,46,51
"ENSG00000251105",0,0,0,0,0,1,0,0
"ENSG00000251111",0,1,0,0,0,0,0,0
"ENSG00000251118",0,1,0,0,0,0,0,0
"ENSG00000251126",0,1,0,0,0,0,0,0
"ENSG00000251129",1,0,1,2,0,0,0,0
"ENSG00000251131",0,1,0,1,3,0,1,0
"ENSG00000251136",45,47,49,33,59,64,37,39
"ENSG00000251139",0,0,0,0,0,0,0,1
"ENSG00000251141",28,23,52,22,56,47,34,29
"ENSG00000251143",22,6,16,9,8,12,9,17
"ENSG00000251144",5,3,5,3,4,4,14,14
"ENSG00000251148",2,0,1,1,1,0,0,2
"ENSG00000251149",0,0,0,0,0,0,0,2
"ENSG00000251155",4,1,2,2,2,3,4,3
"ENSG00000251158",15,6,8,2,3,5,0,10
"ENSG00000251161",3,1,1,5,3,4,0,4
"ENSG00000251163",0,0,0,0,0,0,1,0
"ENSG00000251164",0,0,0,0,1,0,0,0
"ENSG00000251165",0,0,0,1,0,0,0,0
"ENSG00000251168",1,0,0,0,0,0,1,0
"ENSG00000251169",0,0,2,0,0,0,0,0
"ENSG00000251173",0,0,0,0,1,0,0,0
"ENSG00000251175",1,0,1,0,0,0,0,0
"ENSG00000251178",0,0,0,0,1,1,0,0
"ENSG00000251179",24,20,20,17,31,24,23,28
"ENSG00000251180",3,2,4,1,5,3,4,2
"ENSG00000251186",0,1,0,0,0,0,0,0
"ENSG00000251188",2,1,1,3,2,1,4,0
"ENSG00000251189",1,0,0,0,2,0,2,5
"ENSG00000251192",121,94,166,88,180,175,123,135
"ENSG00000251194",10,4,16,7,16,15,13,10
"ENSG00000251196",277,277,445,220,337,398,282,298
"ENSG00000251201",0,1,3,0,0,0,1,0
"ENSG00000251203",0,1,1,0,2,2,0,0
"ENSG00000251204",0,0,0,0,0,1,0,0
"ENSG00000251205",0,0,1,0,0,0,0,0
"ENSG00000251209",1,0,0,0,7,10,0,1
"ENSG00000251211",1,0,0,0,0,1,0,0
"ENSG00000251215",0,0,0,0,0,0,0,1
"ENSG00000251221",1,0,0,0,0,2,0,0
"ENSG00000251226",0,1,0,0,0,0,1,0
"ENSG00000251229",2,4,1,0,3,1,1,1
"ENSG00000251230",0,0,2,0,0,0,0,1
"ENSG00000251235",0,0,1,0,1,0,0,1
"ENSG00000251237",0,0,0,0,0,1,0,0
"ENSG00000251247",64,68,87,55,89,102,67,90
"ENSG00000251254",0,0,0,0,0,1,0,0
"ENSG00000251257",3,3,5,1,1,5,3,6
"ENSG00000251258",0,4,4,0,2,0,2,0
"ENSG00000251259",244,203,298,168,198,314,204,235
"ENSG00000251264",0,0,0,0,0,1,0,0
"ENSG00000251271",6,5,4,1,7,8,3,0
"ENSG00000251273",23,16,23,16,14,29,18,19
"ENSG00000251279",1,1,2,2,3,0,5,0
"ENSG00000251281",0,0,0,0,0,0,1,0
"ENSG00000251287",11,7,15,7,12,18,9,10
"ENSG00000251288",1,0,1,0,2,1,2,4
"ENSG00000251297",1,0,0,0,2,0,0,0
"ENSG00000251299",4,0,1,1,1,0,2,1
"ENSG00000251301",2,11,0,4,3,8,1,5
"ENSG00000251304",0,0,0,0,0,1,0,0
"ENSG00000251307",0,0,2,0,1,0,0,0
"ENSG00000251309",0,0,0,0,0,1,0,0
"ENSG00000251313",0,0,0,0,0,0,0,2
"ENSG00000251314",11,6,20,13,21,13,14,15
"ENSG00000251320",0,0,0,0,0,1,0,0
"ENSG00000251321",0,0,1,0,0,1,0,0
"ENSG00000251322",74,51,66,15,100,100,105,79
"ENSG00000251323",2,0,3,0,1,1,3,1
"ENSG00000251324",0,0,0,0,0,0,0,1
"ENSG00000251325",1,0,0,2,0,0,2,2
"ENSG00000251330",3,4,3,1,5,4,4,4
"ENSG00000251332",0,0,0,0,0,1,0,0
"ENSG00000251333",95,76,82,66,79,100,74,93
"ENSG00000251340",0,0,1,0,0,0,0,0
"ENSG00000251348",30,29,56,25,38,179,30,62
"ENSG00000251350",0,0,1,0,1,0,2,0
"ENSG00000251354",0,0,2,0,0,0,0,0
"ENSG00000251356",0,0,0,0,0,1,0,0
"ENSG00000251359",9,10,23,7,10,11,25,10
"ENSG00000251361",1,0,0,0,0,0,0,0
"ENSG00000251363",1,0,4,1,0,0,0,2
"ENSG00000251364",19,33,79,47,61,75,32,48
"ENSG00000251369",185,135,159,66,194,193,116,134
"ENSG00000251370",1,0,0,0,0,0,0,1
"ENSG00000251372",0,0,0,0,0,1,0,0
"ENSG00000251374",0,0,1,2,1,1,0,0
"ENSG00000251379",0,0,0,0,1,3,0,0
"ENSG00000251381",1,0,1,2,1,2,0,0
"ENSG00000251385",3,2,0,0,0,0,0,0
"ENSG00000251388",0,0,1,0,0,0,0,0
"ENSG00000251396",20,9,29,21,18,14,20,28
"ENSG00000251400",36,28,37,38,19,42,17,45
"ENSG00000251402",5,5,8,0,7,11,4,4
"ENSG00000251405",0,0,0,0,1,0,0,0
"ENSG00000251409",0,0,0,0,0,0,1,0
"ENSG00000251411",4,3,2,1,4,7,0,4
"ENSG00000251414",10,10,5,5,14,20,10,4
"ENSG00000251416",0,0,0,0,1,0,0,0
"ENSG00000251417",16,12,9,10,19,20,18,23
"ENSG00000251418",0,0,0,0,0,1,0,0
"ENSG00000251429",86,102,103,79,134,148,105,127
"ENSG00000251432",38,37,54,20,88,52,31,21
"ENSG00000251435",0,0,0,1,0,1,1,0
"ENSG00000251441",1,0,1,0,0,0,0,0
"ENSG00000251442",29,23,68,17,55,68,16,20
"ENSG00000251448",0,1,0,2,0,0,1,0
"ENSG00000251450",5,2,3,0,2,5,0,2
"ENSG00000251451",0,1,0,0,4,3,1,3
"ENSG00000251453",0,0,0,0,1,1,2,0
"ENSG00000251455",4,1,5,2,7,4,2,5
"ENSG00000251463",0,0,1,0,2,1,0,0
"ENSG00000251467",0,0,1,1,1,0,1,1
"ENSG00000251468",0,2,1,2,0,0,2,1
"ENSG00000251474",212,195,263,117,245,265,178,189
"ENSG00000251482",0,0,0,0,0,1,0,0
"ENSG00000251483",0,0,1,0,0,0,0,0
"ENSG00000251484",1,0,0,0,0,0,0,0
"ENSG00000251485",6,8,2,0,2,2,1,1
"ENSG00000251491",0,0,0,0,0,1,0,0
"ENSG00000251493",4,5,6,5,7,6,7,4
"ENSG00000251495",151,185,254,147,272,321,137,174
"ENSG00000251497",1,1,1,0,2,0,0,0
"ENSG00000251504",1,0,2,0,0,0,0,0
"ENSG00000251510",2,2,7,1,5,3,0,0
"ENSG00000251513",0,0,0,0,1,2,0,0
"ENSG00000251518",0,0,0,0,0,0,0,1
"ENSG00000251520",2,0,2,3,3,0,2,2
"ENSG00000251521",0,1,0,0,0,0,1,0
"ENSG00000251523",3,4,2,1,2,6,1,1
"ENSG00000251527",0,0,1,0,0,0,0,0
"ENSG00000251532",0,1,1,0,1,0,0,1
"ENSG00000251533",4,4,4,4,0,2,6,1
"ENSG00000251535",1,1,2,0,0,1,2,0
"ENSG00000251537",1,0,0,0,3,2,0,0
"ENSG00000251538",1,0,0,1,0,0,0,0
"ENSG00000251544",0,0,1,0,0,0,0,0
"ENSG00000251548",27,21,26,23,18,38,17,26
"ENSG00000251550",0,0,1,0,1,0,1,1
"ENSG00000251553",0,0,1,0,0,1,0,0
"ENSG00000251555",6,1,3,2,7,7,2,2
"ENSG00000251556",0,0,1,1,1,0,0,0
"ENSG00000251557",0,0,0,0,0,1,0,0
"ENSG00000251562",7947,6559,9316,6420,10741,9779,7528,8081
"ENSG00000251564",2,0,0,0,1,0,1,1
"ENSG00000251571",0,0,0,0,1,0,0,1
"ENSG00000251575",1,0,0,0,0,0,1,0
"ENSG00000251580",8,3,8,7,7,14,7,9
"ENSG00000251583",1,1,1,0,3,0,1,0
"ENSG00000251586",0,0,0,0,0,0,0,1
"ENSG00000251587",0,0,0,0,1,1,0,0
"ENSG00000251593",36,34,37,18,45,60,25,28
"ENSG00000251595",6,3,8,12,12,16,9,3
"ENSG00000251596",0,5,4,1,3,3,1,0
"ENSG00000251598",0,1,1,0,0,0,0,0
"ENSG00000251600",4,4,8,6,9,6,3,6
"ENSG00000251602",58,23,74,24,69,58,55,41
"ENSG00000251603",0,1,0,0,0,2,0,3
"ENSG00000251604",0,0,0,0,0,1,0,1
"ENSG00000251609",0,0,0,0,3,1,1,2
"ENSG00000251613",0,0,0,0,1,0,0,0
"ENSG00000251614",0,2,1,0,1,0,0,0
"ENSG00000251615",119,116,134,96,124,115,151,114
"ENSG00000251616",1,0,0,0,0,0,0,0
"ENSG00000251624",11,11,12,8,20,20,8,11
"ENSG00000251630",0,1,0,0,0,0,0,0
"ENSG00000251632",6,0,5,2,0,4,3,5
"ENSG00000251633",1,0,3,0,0,0,0,0
"ENSG00000251634",181,128,230,110,252,194,115,83
"ENSG00000251635",0,0,0,0,0,0,1,1
"ENSG00000251639",0,1,3,1,1,0,0,0
"ENSG00000251652",0,0,0,0,0,1,0,1
"ENSG00000251661",38,28,31,15,23,31,38,35
"ENSG00000251664",0,1,0,0,1,1,0,0
"ENSG00000251665",0,0,0,0,1,0,0,0
"ENSG00000251666",1,1,1,3,4,3,2,5
"ENSG00000251667",6,3,1,2,4,2,1,0
"ENSG00000251669",42,23,50,14,52,39,35,11
"ENSG00000251670",0,1,0,0,0,0,0,0
"ENSG00000251675",4,3,3,6,7,7,6,6
"ENSG00000251676",0,1,0,0,0,0,0,0
"ENSG00000251679",1,0,0,0,0,0,0,0
"ENSG00000251682",0,0,0,1,0,0,1,0
"ENSG00000251687",0,0,1,0,0,1,0,0
"ENSG00000251689",1,0,0,1,0,2,1,0
"ENSG00000251692",1,0,0,1,0,0,0,0
"ENSG00000251695",1,1,3,0,2,0,2,1
"ENSG00000251707",1,0,0,0,0,0,0,0
"ENSG00000251712",0,0,0,0,0,0,1,0
"ENSG00000251713",0,0,0,0,1,0,0,0
"ENSG00000251720",0,0,0,0,0,2,0,0
"ENSG00000251721",0,0,0,0,0,0,1,0
"ENSG00000251728",1,2,2,0,2,2,1,2
"ENSG00000251730",0,1,0,0,0,0,0,0
"ENSG00000251733",0,1,1,0,1,2,0,0
"ENSG00000251739",6,3,6,0,2,4,3,2
"ENSG00000251747",0,0,0,0,0,0,1,0
"ENSG00000251754",0,0,0,0,1,0,0,0
"ENSG00000251756",0,0,2,0,2,1,0,2
"ENSG00000251768",1,2,1,0,2,2,3,3
"ENSG00000251769",1,1,0,0,1,0,0,0
"ENSG00000251774",0,0,0,0,0,0,1,0
"ENSG00000251775",0,2,2,1,2,5,0,1
"ENSG00000251777",0,0,1,0,0,0,0,0
"ENSG00000251783",0,0,0,0,0,0,1,0
"ENSG00000251784",0,0,0,0,1,0,1,1
"ENSG00000251787",1,0,0,2,0,0,1,1
"ENSG00000251791",2,1,0,1,0,1,1,0
"ENSG00000251795",11,13,14,5,10,18,11,9
"ENSG00000251806",1,0,0,1,0,0,1,0
"ENSG00000251819",3,1,2,0,0,0,4,1
"ENSG00000251823",0,0,0,0,0,0,1,0
"ENSG00000251848",1,0,3,1,0,0,0,1
"ENSG00000251858",0,0,0,0,0,1,0,0
"ENSG00000251860",1,1,0,0,1,0,1,0
"ENSG00000251867",20,18,21,19,19,21,16,34
"ENSG00000251870",0,0,0,0,0,1,0,1
"ENSG00000251878",0,0,0,0,0,0,0,2
"ENSG00000251880",0,0,0,0,0,2,0,0
"ENSG00000251883",0,0,0,0,1,0,0,1
"ENSG00000251889",0,0,0,0,0,2,0,0
"ENSG00000251892",1,1,0,0,1,0,0,0
"ENSG00000251893",0,0,0,0,0,2,0,0
"ENSG00000251896",1,0,1,0,2,0,0,0
"ENSG00000251902",0,0,0,0,0,1,0,0
"ENSG00000251949",0,0,1,2,0,0,1,0
"ENSG00000251952",0,0,1,0,0,0,0,0
"ENSG00000251957",0,1,0,0,3,0,0,0
"ENSG00000251963",1,1,0,0,0,0,0,0
"ENSG00000251969",3,0,2,0,2,1,1,0
"ENSG00000251970",1,0,0,0,0,0,0,0
"ENSG00000251971",0,1,0,0,0,1,0,0
"ENSG00000251988",1,1,1,1,2,1,1,1
"ENSG00000251989",0,1,0,0,0,0,0,0
"ENSG00000251991",6,0,1,0,4,1,3,0
"ENSG00000251992",0,3,2,0,4,2,3,2
"ENSG00000251994",6,3,2,2,1,5,4,2
"ENSG00000252002",0,1,0,0,0,0,0,0
"ENSG00000252003",1,2,0,0,0,0,0,0
"ENSG00000252009",0,2,0,0,0,0,1,0
"ENSG00000252010",1,0,0,1,0,0,0,2
"ENSG00000252026",0,4,1,4,4,3,3,5
"ENSG00000252030",0,0,0,0,1,0,0,0
"ENSG00000252061",0,0,1,0,1,1,1,4
"ENSG00000252071",0,0,0,0,3,1,0,0
"ENSG00000252072",0,0,1,0,0,0,0,0
"ENSG00000252075",3,2,1,0,2,1,0,0
"ENSG00000252079",0,0,0,1,0,0,0,0
"ENSG00000252085",0,0,1,0,0,0,0,0
"ENSG00000252096",1,0,1,0,0,0,0,0
"ENSG00000252097",0,0,0,0,1,0,0,0
"ENSG00000252101",0,0,0,0,1,0,0,0
"ENSG00000252105",1,3,6,2,6,6,2,4
"ENSG00000252106",4,1,0,0,0,2,3,2
"ENSG00000252111",0,0,0,0,0,1,0,0
"ENSG00000252114",0,0,1,0,0,0,0,0
"ENSG00000252124",0,0,1,0,0,0,0,0
"ENSG00000252130",0,0,0,1,1,0,0,0
"ENSG00000252131",0,1,0,0,0,0,0,0
"ENSG00000252135",0,0,1,0,0,0,0,0
"ENSG00000252139",0,2,1,0,1,2,2,1
"ENSG00000252147",2,2,0,0,2,1,0,0
"ENSG00000252148",0,0,1,1,0,0,0,0
